2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: bf4f2ac5-5c14-487b-918c-5673b43018b6
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 3f7a7ba2-91b8-461d-a287-9086bb19a6c7
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 01b87f03-6815-40ff-803c-7bbf1d17d95b
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c8a748a6-df53-437b-88af-d950236fe919
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 0398b92d-0571-4303-a811-ccc2f1249b53
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 4e133fdb-5e71-40b5-b2b8-48d6f73063ce
2026-04-07T05:14:07.468Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2f170638-84e0-4774-b9b6-e0bbb6053aaa
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 35f5664c-b479-4e1a-b521-e7fa995071df
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 30025211-a0b7-47a4-9d9d-6b06993083e4
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: d1b6f7fb-0f84-4f76-a0a0-c81b7eb457bf
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e9b3a14f-3d51-421c-bebd-4fe3f30cfc85
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ccad1da5-e911-4e27-83f1-e839f62aa233
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 6521fa42-9360-473c-89c6-97be46b8816b
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 22efc3ac-9d27-4dbf-928c-03e8d1604b66
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 074e8146-5324-41f5-bcaa-4924a4053255
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 942fb93a-9113-48fd-9f47-c3a2ce99d58b
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2473c1a2-c56d-489d-ab68-9525e64759b4
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: d8f408c6-29fc-40ba-901a-e5c27b2bdce5
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: df0336a2-1f68-4ae3-8e10-e70545dcb48a
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 5f369800-39e9-4181-9d43-b381a36a59d3
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 811fdcdd-b691-4e33-93ac-ddd26e511a8b
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e9e4695d-941a-43f4-bf2a-a2323790f768
2026-04-07T05:14:07.469Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 359c903b-4b25-4354-83a5-f221771e87ab
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c48e3f19-c5eb-44c3-96c5-88ce2dd09160
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: fd2fcdf2-a22b-46c3-9c04-4a34030fe32d
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: bb0ee97f-86a0-420f-8d67-8583ba4c6fbd
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 11398757-2b08-4871-90a4-8c652a951c0d
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 3a57dd02-6694-4bd3-8131-20dd28e68381
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 04e71db7-8f23-4e4e-a58d-0b31f42a4bb2
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: b255d1fa-eeed-42c8-bf52-8a4e5b99be3e
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 4aa96e1e-3edf-466d-b676-42deb20f4ea6
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: adf23782-638d-4e87-abef-803b577d3994
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c23dcdc1-6541-40e3-b6b5-49be57103b27
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 99bdc777-edee-48d6-9236-061f16f93960
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ffb3b38e-a171-4c0b-996d-9a176ef5d1e9
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8f1b8f3f-9bf1-4e4e-9041-b320ba3d81ef
2026-04-07T05:14:07.470Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2a02176a-2e66-4a3b-9d7e-c5390e9aa40d
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8611dcfd-60b4-4248-9ebc-52912f4747ff
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: a589d094-6341-4a65-8302-6d3fc0f957e3
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 1172b110-08ef-4dc1-88a9-ff783ac46477
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 16cbe569-574c-4569-85b9-a6e80c9f0526
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 402110b9-d2ed-4e53-8dc1-ba0309d6bfdf
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8a2a4f27-da99-4f0c-a2a9-4899b3296157
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e53db00b-3dbb-4412-9111-67e31503a815
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 99788bca-3253-4acb-8922-9e93fc7c9982
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e2173dfe-1192-4815-aada-8aea3dedc924
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 50ff258a-a51c-425e-8f92-8c5a304c80d7
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ebb9b3c8-984e-4cdf-a78c-6eb23fcab90b
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 7ee78404-6d86-47e7-84d0-d90f4f90193e
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 4aa70755-1961-4af6-9a77-3605123b4315
2026-04-07T05:14:07.471Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: fe755920-76eb-4380-8871-ef12703c6b1f
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 09d40d3f-43fd-4884-bb38-b3c3f3d0a25f
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: bb58ab3e-e17b-4abf-96ce-e97b7c95fd6b
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: a5719a2e-a8be-4b59-bf7b-bf5e0ae03d23
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 1faf1411-201a-4ae5-b575-1077882676f8
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 5560913a-5676-4ea9-a94c-f30d927eda29
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: cb3f53ca-4675-4a48-8a5c-e54dbbe2e3a8
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 58574eb8-a581-49a4-bc12-5ec639a4af47
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e0e4857c-0ed5-4c17-bcf8-b4ee43e49642
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: db15d1e3-5eaf-4404-92db-9284d4d900c8
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 98de317c-6228-40aa-ba26-a7d3c98fa1e0
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: a92924f6-9232-432e-930a-0fddf55129e7
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: b46be380-39c4-4d1b-b229-cdd9a8112805
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 4e72b8b9-36a4-4c8d-bd11-14e98f5293a0
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 3262e62f-a8d2-4862-a837-85abf9eeef04
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 158f47b8-9ff3-4644-a3df-1599a61b7c0a
2026-04-07T05:14:07.472Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c510986f-4569-4a6e-aaf8-19654c32fcf7
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: a9f86ca2-5d18-4336-bd71-d0a7cd089864
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 35ddfbd9-151b-4892-b02b-abd005603c25
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 741f4f5d-f23f-42eb-a0e5-95464f1cc1e3
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2b924211-96af-41cd-b5e2-edc98bb442a5
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: dcf6c358-ae54-4a78-ae9e-e6f6ad0be8c0
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c5836def-452e-41e3-be32-acfa3b1fa3c6
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 47777f5f-2a10-449c-9c03-7f26edc0fcca
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 4853f0da-bb58-4e07-9a5d-941c43ba2e0c
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c1da010e-5cf9-452d-ba5e-12d2b70ea862
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 6eafdc86-bf8e-454e-ac41-43bea0abf9ba
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8c741048-8981-42ad-85f3-5601a659c3ef
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: dbd11bbc-66c8-46be-8406-44f3d8d4f522
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8dcdddbd-8131-41bc-86f3-4efc53216aa9
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 96ff03e0-94d0-4004-aeb6-1bf5fe06baa0
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2e6973f9-b7c5-4f56-bfd8-247bc12e55e9
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: fcc9264a-0775-40b7-8a3a-5f3014012d77
2026-04-07T05:14:07.473Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 56162ae6-4804-46c1-b2a0-a3d194b7cb93
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: c6eefa79-96e0-4066-b9aa-a3cae97e2786
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: bb784428-fb5f-4c56-836c-fee0c12039d4
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 2fdd1e9c-2d15-448a-b0c3-18d053776b05
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: f554991e-f3ee-4794-a626-104e161edc62
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 6025763b-4c12-4ad4-a644-cdab7ba365bd
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 1e3af324-c821-42a9-abb9-9399cc2e0370
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: f41332cf-996a-4990-9b5b-1c17f8c99e5c
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: e13829e6-a8c3-4202-a061-7e5f477b1c68
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ebf0415b-fbae-4141-a9e5-85c9319d0168
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 37b38798-949d-4e9e-830c-e755e8708f47
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 18f7795d-2e0b-471b-91e8-b554d010f0d6
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: bba98af8-687f-4aca-81f1-42891c06269d
2026-04-07T05:14:07.474Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 435fe52a-bbcc-43f6-8ae9-5969ab7fdc4e
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: cdb8953d-5c25-4233-9886-d6ecc30ec4aa
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 8d4cad09-5d7c-47e3-84fd-124a934270c6
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ba3b15c7-7483-4745-b4f3-737b076ecef9
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 6aa321ef-a5ec-4098-836b-ce0d1062509c
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: dd133281-522a-45db-8e0c-e6eaf5145104
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: f8e45fb9-e8b6-4ae8-83d4-be0d75cd7729
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 0473e586-23c2-47d7-b270-27e1877dee6c
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 46a2be63-9c50-4107-9faf-f3fc23d70866
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 88f5e3ba-199e-401b-a197-7f54d972c30b
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 759fcbc0-6ba9-47ef-969a-eee678d956ac
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 3622c784-4acd-4845-a203-16f628319f07
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: fdb2faab-a9d4-4962-9ff0-19dc1144fa44
2026-04-07T05:14:07.475Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: cd3b338f-3f18-4aa3-97a3-c5c13b5d3ac8
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 6843c0ec-1325-4324-8b51-de14697e214d
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 798ed9f2-91c5-4ef7-8b50-a8c4b06e2a15
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: ab35bd53-2e92-42de-b145-6ee3a53bac09
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: 49501239-4f0e-4247-8311-5e4cc999d93d
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: f462d865-30f5-4ed8-9f3e-cdcfd3894a55
2026-04-07T05:14:07.476Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.d.s.JurisdictionAreaServiceImpl  : Mapping JurisdictionArea with UUID: a4664bc3-9627-4cb7-b3bd-85b41bb9558e
